attempt,verdict,pred,conf,sha256,confirmed_file,failed_file
36,captcha_wrong,MN2,0.9983,0ee0bef4b5c11e12,,fail_0036.jpg
37,captcha_ok,VPXS,0.9997,6d4c489d29ff5b4e,VPXS_0037.jpg,
38,captcha_ok,1TGF,0.9994,443274c553d87bc8,1TGF_0038.jpg,
39,captcha_ok,Y3YC,0.9992,f719372f627f970c,Y3YC_0039.jpg,
40,captcha_ok,D6VC,0.9996,a4082eca47c4d792,D6VC_0040.jpg,
41,captcha_ok,3I8V,0.9985,2be54efdf52194e6,3I8V_0041.jpg,
42,captcha_ok,VP6Y,0.9998,d11309106fe81d22,VP6Y_0042.jpg,
43,captcha_ok,4VKF,0.999,0b16d3b398b23c7c,4VKF_0043.jpg,
44,captcha_ok,4P6P,0.9997,b344871c29bc4ca7,4P6P_0044.jpg,
45,captcha_ok,PPZF,0.8951,4cb9a2948340022a,PPZF_0045.jpg,
46,captcha_ok,QTBN,0.9935,ad52960437ba5095,QTBN_0046.jpg,
47,captcha_ok,ZP8V,0.9017,bbd8a0c70b84050d,ZP8V_0047.jpg,
48,captcha_ok,U1YU,0.9984,b1047c9d8d46c969,U1YU_0048.jpg,
49,captcha_wrong,OEM,0.9879,6ee26ba682e07558,,fail_0049.jpg
50,captcha_ok,NMML,0.8725,49fe9ac7638400cf,NMML_0050.jpg,
51,captcha_ok,5K0U,0.9987,6875beec40298616,5K0U_0051.jpg,
52,captcha_ok,32A4,0.9996,24136aca742e4bf3,32A4_0052.jpg,
53,captcha_ok,Y9EI,0.9989,ff1d84c6d1773ed6,Y9EI_0053.jpg,
54,captcha_ok,HQIE,0.9456,2eb01c985a20cb44,HQIE_0054.jpg,
55,captcha_wrong,TVVL,0.8451,3fb8b8ffa427f836,,fail_0055.jpg
56,captcha_ok,FITS,0.8929,9ffa0b50098bbb94,FITS_0056.jpg,
57,captcha_ok,QYSL,0.9975,d8556318bab2aee4,QYSL_0057.jpg,
58,captcha_ok,87I5,0.9972,d9c34de6967caa6b,87I5_0058.jpg,
59,captcha_ok,FCNK,0.999,021dd073b52c8175,FCNK_0059.jpg,
60,captcha_ok,QPB5,0.9987,799f961ff5c234e6,QPB5_0060.jpg,
61,captcha_ok,QSJ4,0.9446,1ea6966aef78f390,QSJ4_0061.jpg,
62,captcha_ok,TZ75,0.9998,23f6b228b5f77556,TZ75_0062.jpg,
63,captcha_ok,6JV7,0.9927,2114c369158db585,6JV7_0063.jpg,
64,captcha_ok,SKYX,0.8794,69a022959fa16a8f,SKYX_0064.jpg,
65,captcha_ok,V60G,0.9992,d51adf53635d36f3,V60G_0065.jpg,
66,captcha_ok,QH5L,0.9548,ea79d4649a7258b4,QH5L_0066.jpg,
67,captcha_ok,EMVL,0.8595,ad2a0be6b8fb6118,EMVL_0067.jpg,
68,captcha_ok,Z4GJ,0.9733,6e2787f8915bed09,Z4GJ_0068.jpg,
69,captcha_ok,8DQT,0.9401,ba2bcbe57b4c51bc,8DQT_0069.jpg,
70,captcha_ok,L5PJ,0.9862,8152720d31ed807a,L5PJ_0070.jpg,
71,captcha_ok,PKFT,0.9995,cfce20505d688d9b,PKFT_0071.jpg,
72,captcha_ok,YI88,0.9319,dfe57f50d8854b34,YI88_0072.jpg,
73,captcha_ok,H3W2,0.9956,d7546251f3f9c3e4,H3W2_0073.jpg,
74,captcha_ok,IQWG,0.9298,00144f47d3abefb7,IQWG_0074.jpg,
75,captcha_ok,T5C6,0.9997,94441e1b64a62d95,T5C6_0075.jpg,
76,captcha_ok,5MDR,0.9957,c254d363a304f9b7,5MDR_0076.jpg,
77,captcha_ok,IY4J,0.928,aaaad4dc732e0a81,IY4J_0077.jpg,
78,captcha_ok,YPDY,0.937,e15d49c36810ff49,YPDY_0078.jpg,
79,captcha_wrong,7HMZ,0.9418,b44689d2d21a419c,,fail_0079.jpg
80,captcha_ok,OOIT,0.9617,f49647fe869b9695,OOIT_0080.jpg,
81,captcha_ok,XW60,0.9902,dce5eb64615d588a,XW60_0081.jpg,
82,captcha_ok,GHRJ,0.9918,ad5a9a0b5a8066f8,GHRJ_0082.jpg,
83,captcha_ok,BAI9,0.9958,528319eda0b59a17,BAI9_0083.jpg,
84,captcha_ok,5GUK,0.9998,c8ba0fc0a898c380,5GUK_0084.jpg,
85,captcha_ok,I9KI,0.9926,8d9fae4c837d332b,I9KI_0085.jpg,
86,captcha_ok,G6NX,0.9997,6fa1144e2d3c6249,G6NX_0086.jpg,
87,captcha_ok,5IQW,0.9801,ba9c1b3e0da6dba2,5IQW_0087.jpg,
88,captcha_ok,9UEV,0.9989,5c9e4ec9ca32ed3e,9UEV_0088.jpg,
89,captcha_ok,IE27,0.9927,a19f25c9e7e0a283,IE27_0089.jpg,
90,captcha_ok,SWAZ,0.9985,581d82248d10231d,SWAZ_0090.jpg,
91,captcha_ok,H7RV,0.9993,1ccfdcf0dea20371,H7RV_0091.jpg,
92,captcha_ok,CNPO,0.9818,8119eec921465735,CNPO_0092.jpg,
93,captcha_ok,E96U,0.9996,76a4447700c991b4,E96U_0093.jpg,
94,captcha_ok,XJRB,0.9968,4a531d45b111e212,XJRB_0094.jpg,
95,captcha_ok,AOLU,0.9186,f95f19a57b98d0dc,AOLU_0095.jpg,
96,captcha_ok,OR2E,0.9497,e10a3ab116610d7e,OR2E_0096.jpg,
97,captcha_ok,6BC2,0.9988,b2e52423dc3b0999,6BC2_0097.jpg,
98,captcha_ok,O0T1,0.9912,bc1cf3b48b93b1e6,O0T1_0098.jpg,
99,captcha_ok,2UPB,0.9994,ebcfe9058c4ef8af,2UPB_0099.jpg,
100,captcha_ok,MCEV,0.9977,59d1598e729b6a8b,MCEV_0100.jpg,
101,captcha_ok,PCOU,0.989,30356e8a37f48f6b,PCOU_0101.jpg,
102,captcha_ok,ZR95,0.9982,c8ec9c21b30b3696,ZR95_0102.jpg,
103,captcha_ok,0DH7,0.9929,b322c7f423290af3,0DH7_0103.jpg,
104,captcha_ok,A5A0,0.9955,e064272683cb7e8f,A5A0_0104.jpg,
105,captcha_ok,3VUM,0.9991,8c377e1da9ea695f,3VUM_0105.jpg,
106,captcha_ok,RJIV,0.9782,a356bb2e6a59e06e,RJIV_0106.jpg,
107,captcha_ok,5IQ1,0.8596,e9b50a1299a2f641,5IQ1_0107.jpg,
108,captcha_ok,E2BG,0.9997,77d795d9ee21c573,E2BG_0108.jpg,
109,captcha_ok,2LYF,0.9992,73442fa245cc8acb,2LYF_0109.jpg,
110,captcha_ok,XI5K,0.9796,d67c319d4b9d2665,XI5K_0110.jpg,
111,captcha_ok,E5QQ,0.9046,6d7d1d8666654de2,E5QQ_0111.jpg,
112,captcha_ok,QE13,0.985,c8c578429157d5b6,QE13_0112.jpg,
113,captcha_ok,2BXB,0.9998,6f63dbe6253e4cc0,2BXB_0113.jpg,
114,captcha_ok,HSVJ,0.9954,f06a6ccb93c2b7e9,HSVJ_0114.jpg,
115,captcha_ok,EC7O,0.991,c15c5d1c001482fe,EC7O_0115.jpg,
116,captcha_ok,BF2C,0.9992,bffb21890f380195,BF2C_0116.jpg,
117,captcha_ok,QX9O,0.9693,e298d3dc72b762a3,QX9O_0117.jpg,
118,captcha_ok,CITD,0.9864,daba6b035197f72b,CITD_0118.jpg,
119,captcha_wrong,JMCN,0.8605,e50b31191db9fb28,,fail_0119.jpg
120,captcha_ok,4T31,0.9958,f14e151cae91b958,4T31_0120.jpg,
121,captcha_ok,647X,0.9995,b403fa05eb3272ae,647X_0121.jpg,
122,captcha_ok,DX1B,0.9983,6eb7408b8e5f869c,DX1B_0122.jpg,
123,captcha_ok,P9SN,0.9993,7106e0ff30dee68e,P9SN_0123.jpg,
124,captcha_ok,IQKZ,0.9913,3a64c27bac70326b,IQKZ_0124.jpg,
125,captcha_ok,CTAW,0.9965,69700b70966b5444,CTAW_0125.jpg,
126,captcha_ok,DH4M,0.8959,5eb694783235cfa9,DH4M_0126.jpg,
127,captcha_ok,6NFA,0.9954,6c15dea1e2b3b6b6,6NFA_0127.jpg,
128,captcha_ok,NITW,0.9113,074d6a4d8e4efc24,NITW_0128.jpg,
129,captcha_ok,I02Y,0.9859,e9192284174c703c,I02Y_0129.jpg,
130,captcha_ok,G8T5,0.9997,f4c25dec753c5993,G8T5_0130.jpg,
131,captcha_ok,E6J1,0.996,c15525da427689f2,E6J1_0131.jpg,
132,captcha_wrong,CDM,0.9988,b0ac2a469e85e83f,,fail_0132.jpg
133,captcha_ok,BEPC,0.994,9f7f6b8583f0ae74,BEPC_0133.jpg,
134,captcha_ok,RV63,0.9996,6156a100a4789a4e,RV63_0134.jpg,
135,captcha_ok,X2RG,0.9999,f0b92b6833ba9830,X2RG_0135.jpg,
136,captcha_ok,16EG,0.9966,909b0e8947609aa0,16EG_0136.jpg,
137,captcha_ok,MO91,0.986,c50af7aa783b2375,MO91_0137.jpg,
138,captcha_ok,QN5V,0.9921,f8601c2d624b9b44,QN5V_0138.jpg,
139,captcha_ok,BIWC,0.985,b56ca19d7a5031eb,BIWC_0139.jpg,
140,captcha_ok,2QUM,0.9864,40eca275c91ae0f2,2QUM_0140.jpg,
141,captcha_ok,YH5U,0.9998,371cd62d9e2674d3,YH5U_0141.jpg,
142,captcha_ok,UKTQ,0.8838,f14536c532f54ee4,UKTQ_0142.jpg,
143,captcha_wrong,P4H,0.9997,468da64fb4afe066,,fail_0143.jpg
144,captcha_ok,3KSI,0.9219,bab96de7d7fbfe24,3KSI_0144.jpg,
145,captcha_ok,2PHK,0.9982,0f0beac7ba3bee49,2PHK_0145.jpg,
146,captcha_ok,ORBZ,0.9914,388b101fddda4940,ORBZ_0146.jpg,
147,captcha_ok,GKGM,0.9991,2132f74dbe5d25d8,GKGM_0147.jpg,
148,captcha_ok,MATP,0.9539,cd56bfd553c04cd4,MATP_0148.jpg,
149,captcha_ok,R069,0.9981,99f90fc63c7bf5ca,R069_0149.jpg,
150,captcha_ok,QI1A,0.9833,d0db5ec22eecfa50,QI1A_0150.jpg,
151,captcha_ok,RNE3,0.9016,6b4e4d6daa205b3b,RNE3_0151.jpg,
152,captcha_ok,OATT,0.997,fd8c22f2859e8aed,OATT_0152.jpg,
153,captcha_ok,P1D2,0.9979,d7200d828209506c,P1D2_0153.jpg,
154,captcha_wrong,R96,0.9992,3decbc78e719e466,,fail_0154.jpg
155,captcha_ok,PS94,0.9988,c3d3b08971c9f40c,PS94_0155.jpg,
156,captcha_ok,BMJ5,0.9822,b468d9e286daa53c,BMJ5_0156.jpg,
157,captcha_ok,Q7VB,0.9949,d2dbfe2526e13e82,Q7VB_0157.jpg,
158,captcha_ok,OW2T,0.9674,9663a6f7891f3a14,OW2T_0158.jpg,
159,captcha_ok,9AMD,0.9613,b77cad8c4d86b8a8,9AMD_0159.jpg,
160,captcha_ok,IT31,0.991,8fdcdeb40fb94412,IT31_0160.jpg,
161,captcha_ok,CCW7,0.9102,e1a7fef9c9f1b1d8,CCW7_0161.jpg,
162,captcha_ok,MEF5,0.9615,c59bc3449a9220eb,MEF5_0162.jpg,
163,captcha_ok,DRMM,0.9184,7dad715063df8626,DRMM_0163.jpg,
164,captcha_ok,75B5,0.9998,a11d0256dd4bbb6b,75B5_0164.jpg,
165,captcha_ok,XSC4,0.9991,26ecbb0fd3010f4b,XSC4_0165.jpg,
166,captcha_ok,00CR,0.9964,c9448b6cb041d602,00CR_0166.jpg,
167,captcha_ok,9ACM,0.9998,5ce5d8e971950410,9ACM_0167.jpg,
168,captcha_ok,AGAU,0.9967,5f02ef1bb8e7f82e,AGAU_0168.jpg,
169,captcha_ok,RJ6M,0.898,e855e84b87983beb,RJ6M_0169.jpg,
170,captcha_ok,QFPN,0.9991,f33498abfd529a39,QFPN_0170.jpg,
171,captcha_wrong,11FY,0.9096,2fdb2ae033cbc2f4,,fail_0171.jpg
172,captcha_wrong,7WKF,0.99,44bf009b5c1f7fa1,,fail_0172.jpg
173,captcha_ok,IHIY,0.982,e5e38f83041a8bf4,IHIY_0173.jpg,
174,captcha_ok,XIJB,0.8991,b1c0e5f473952db0,XIJB_0174.jpg,
175,captcha_ok,5A2L,0.9995,6d6e0d88a77860c4,5A2L_0175.jpg,
176,captcha_ok,26TY,0.9997,3c25457418ec404e,26TY_0176.jpg,
177,captcha_ok,07JW,0.9951,0e05124c656edfaf,07JW_0177.jpg,
178,captcha_ok,D7VQ,0.9987,e49f15543f37ffea,D7VQ_0178.jpg,
179,captcha_ok,LP0D,0.9972,5bcc73c31cc83763,LP0D_0179.jpg,
180,captcha_ok,7LZP,0.9992,020b0e41bc42005f,7LZP_0180.jpg,
181,captcha_ok,3VLM,0.9996,abfee01225b9799f,3VLM_0181.jpg,
182,captcha_ok,0NJK,0.985,8372c5293adc1082,0NJK_0182.jpg,
183,captcha_ok,Y17D,0.9995,c6eae4f6eaad6ecc,Y17D_0183.jpg,
184,captcha_ok,SMKA,0.9866,a8b1488b4ee60723,SMKA_0184.jpg,
185,captcha_ok,XFVQ,0.9995,b6392236328893fe,XFVQ_0185.jpg,
186,captcha_ok,H4XN,0.8881,3cb855cd4292ad8d,H4XN_0186.jpg,
187,captcha_ok,SNEO,0.9937,ecbb2543d9e872ee,SNEO_0187.jpg,
188,captcha_ok,IP36,0.9983,c93900ead601221d,IP36_0188.jpg,
189,captcha_ok,9YO9,0.9565,6f160e565ca835dc,9YO9_0189.jpg,
190,captcha_wrong,CTW4,0.7769,3312f411d3c68454,,fail_0190.jpg
191,captcha_ok,8RYC,0.9997,df47218f2a9841b7,8RYC_0191.jpg,
192,captcha_ok,B0QD,0.9929,77c060bb7b0d0750,B0QD_0192.jpg,
193,captcha_ok,0MTD,0.987,06b211875c89cf17,0MTD_0193.jpg,
194,captcha_ok,0TOD,0.9956,81b7c99b95719ab9,0TOD_0194.jpg,
195,captcha_ok,QNKN,0.9894,fcc0567aacd68de6,QNKN_0195.jpg,
196,captcha_ok,LMD2,0.9989,2a4bfc0535776027,LMD2_0196.jpg,
197,captcha_ok,7O1W,0.9874,58f45456349071ae,7O1W_0197.jpg,
198,captcha_ok,5RC2,0.9987,df34ffe042f4a832,5RC2_0198.jpg,
199,captcha_ok,MD0V,0.8958,665c3331c35ea9f2,MD0V_0199.jpg,
200,captcha_ok,E7IF,0.9978,b0e889e3d8b2d2e1,E7IF_0200.jpg,
201,captcha_ok,29YP,0.9976,0e8cf76904663049,29YP_0201.jpg,
202,captcha_ok,0VN8,0.9978,752af64bff62e28a,0VN8_0202.jpg,
203,captcha_ok,64SK,0.9999,3508592eccac5ab8,64SK_0203.jpg,
204,captcha_ok,ULZ2,0.9997,bc1a245b0a22249e,ULZ2_0204.jpg,
205,captcha_wrong,UWIW,0.8571,73bf731b03f70246,,fail_0205.jpg
206,captcha_ok,4JFT,0.9963,babd13f1f0b4201d,4JFT_0206.jpg,
207,captcha_ok,R5H6,0.9997,0b194d9dc1d24c7c,R5H6_0207.jpg,
208,captcha_ok,1C16,0.9964,f571b9597d79f650,1C16_0208.jpg,
209,captcha_ok,AMBE,0.995,84ccbc74793c8e88,AMBE_0209.jpg,
210,captcha_ok,JU9P,0.9875,e49b1ba743f07811,JU9P_0210.jpg,
211,captcha_ok,VNF7,0.9951,d225ec27acdc5502,VNF7_0211.jpg,
212,captcha_ok,RCFB,0.9988,95856b76c31fa397,RCFB_0212.jpg,
213,captcha_ok,GFA3,0.9963,e903e5ed5f603fa8,GFA3_0213.jpg,
214,captcha_ok,86T7,0.9394,eece1c215b34a1c3,86T7_0214.jpg,
215,captcha_ok,SS08,0.9309,b4eba37376d9e33f,SS08_0215.jpg,
216,captcha_ok,R100,0.9955,8fb9388da7105579,R100_0216.jpg,
217,captcha_ok,7AHG,0.9993,9398ae5839ee7b63,7AHG_0217.jpg,
218,captcha_wrong,RA3,0.9994,549655a01ebb5e57,,fail_0218.jpg
219,captcha_ok,2TPR,0.9998,384176c5cd941537,2TPR_0219.jpg,
220,captcha_wrong,GPOM,0.9538,a0edf29ac74b8ba1,,fail_0220.jpg
221,captcha_ok,XCPZ,0.9978,c8960e832b48ee33,XCPZ_0221.jpg,
222,captcha_ok,ZIXX,0.9957,5aef08c0bf788eab,ZIXX_0222.jpg,
223,captcha_ok,KX4F,0.9283,3d3f13339880d5eb,KX4F_0223.jpg,
224,captcha_ok,UWGI,0.9876,c001e9e219190bc7,UWGI_0224.jpg,
225,captcha_ok,KPQW,0.9937,ebe5215457a377d1,KPQW_0225.jpg,
226,captcha_wrong,NQML,0.7984,6134239c3a3a08cf,,fail_0226.jpg
227,captcha_ok,HZ20,0.9972,09a74a85b5cf21a8,HZ20_0227.jpg,
228,captcha_wrong,QMCR,0.8482,e36fceacbd947b5d,,fail_0228.jpg
229,captcha_ok,MIBI,0.8815,682f4fef04aed6a1,MIBI_0229.jpg,
230,captcha_ok,S84K,0.9923,16b6bbcb58cc9254,S84K_0230.jpg,
231,captcha_ok,NT99,0.9975,004f8c296a44d153,NT99_0231.jpg,
232,captcha_ok,C7J9,0.9548,787f7b4e33dfe693,C7J9_0232.jpg,
233,captcha_ok,H429,0.9996,82952b309a2e0a10,H429_0233.jpg,
234,captcha_ok,UB5B,0.9998,c37f102ed50fe534,UB5B_0234.jpg,
235,captcha_ok,GZ0E,0.9979,9b782a1de7b2b636,GZ0E_0235.jpg,
236,captcha_wrong,2XM1,0.9363,59efc749529fd35e,,fail_0236.jpg
237,captcha_ok,4P9T,0.9995,babe8a7cf5c7dd2d,4P9T_0237.jpg,
238,captcha_ok,7N7R,0.9286,f61379cd430c7ae5,7N7R_0238.jpg,
239,captcha_ok,9DR2,0.9989,94d2cf8efcb409e9,9DR2_0239.jpg,
240,captcha_ok,6GPP,0.9998,f29ffa585d346110,6GPP_0240.jpg,
241,captcha_ok,B1HX,0.9989,d3c693d1260a8ac2,B1HX_0241.jpg,
242,captcha_ok,N8NY,0.9802,8f346ffc97bcbe38,N8NY_0242.jpg,
243,captcha_ok,06Z3,0.9992,8ac9661ca0557ca0,06Z3_0243.jpg,
244,captcha_ok,6LCG,0.9795,a5eca33f260bf981,6LCG_0244.jpg,
245,captcha_ok,6KN9,0.9997,a4b53177d028cd68,6KN9_0245.jpg,
246,captcha_ok,OAVV,0.8265,afb80aa6467cf697,OAVV_0246.jpg,
247,captcha_ok,VZ43,0.9992,659bfb277fb849ad,VZ43_0247.jpg,
248,captcha_ok,P46O,0.9986,65023e4be90a025c,P46O_0248.jpg,
249,captcha_ok,4M16,0.9139,7e1ab97133b2d5e0,4M16_0249.jpg,
250,captcha_ok,2ZA3,0.9999,6619e78b18366cd7,2ZA3_0250.jpg,
251,captcha_ok,ID10,0.9694,c535ff0559c783ca,ID10_0251.jpg,
252,captcha_ok,L8P0,0.9982,c84593d53e01f58b,L8P0_0252.jpg,
253,captcha_ok,0GEE,0.9992,987f0dd0b8230e6a,0GEE_0253.jpg,
254,captcha_ok,1841,0.996,67568ad8c8c96c9c,1841_0254.jpg,
255,captcha_ok,9JTA,0.9988,490370f9eaabcab7,9JTA_0255.jpg,
256,captcha_ok,642E,0.9998,7b4d882b7af2c690,642E_0256.jpg,
257,captcha_ok,8P9S,0.9998,e5663731ce1a1b65,8P9S_0257.jpg,
258,captcha_ok,15VB,0.9992,3614d51184767ad9,15VB_0258.jpg,
259,captcha_ok,Y2UU,0.9999,e6233504a07e48fa,Y2UU_0259.jpg,
260,captcha_ok,SELP,0.9998,6ed5a848c44cb050,SELP_0260.jpg,
261,captcha_ok,JX0F,0.9835,25ed97018b483680,JX0F_0261.jpg,
262,captcha_ok,ORBL,0.977,fa93fbc2e36fef9e,ORBL_0262.jpg,
263,captcha_ok,Q0CL,0.9847,75297030cfb897a9,Q0CL_0263.jpg,
264,captcha_ok,T17L,0.9989,146cd20124e084b4,T17L_0264.jpg,
265,captcha_ok,65PN,0.9998,1704a1fb895e016d,65PN_0265.jpg,
266,captcha_ok,FQ4Q,0.9829,3584576b4a76143a,FQ4Q_0266.jpg,
267,captcha_ok,FXJJ,0.9947,1f639ca6a1b766fc,FXJJ_0267.jpg,
268,captcha_ok,IEK5,0.9672,f036809b6a8e17db,IEK5_0268.jpg,
269,captcha_ok,3GPU,0.9918,4d0af8f30e4b3c94,3GPU_0269.jpg,
270,captcha_ok,5UX7,0.9997,708fe609c30f4b3a,5UX7_0270.jpg,
271,captcha_ok,JLJP,0.9988,17c0e95e98bc84fc,JLJP_0271.jpg,
272,captcha_ok,VFM5,0.9165,7d60dfd64be4913e,VFM5_0272.jpg,
273,captcha_ok,GFH9,0.9982,12df2a91892fff38,GFH9_0273.jpg,
274,captcha_ok,DIRN,0.9962,26a64216e737bc7a,DIRN_0274.jpg,
275,captcha_ok,P850,0.9928,b78d570ef8ace36c,P850_0275.jpg,
276,captcha_ok,9BYK,0.9975,301bde5f8ea79209,9BYK_0276.jpg,
277,captcha_ok,RJ68,0.9991,b44044a70ee043f0,RJ68_0277.jpg,
278,captcha_ok,LZVK,0.9997,417c0451f907ea56,LZVK_0278.jpg,
279,captcha_wrong,XMBE,0.8769,87e35830dda8826a,,fail_0279.jpg
280,captcha_ok,MT1Q,0.9943,054017d67742f2d5,MT1Q_0280.jpg,
281,captcha_ok,YC4B,0.9997,820f4375b5a6c99f,YC4B_0281.jpg,
282,captcha_ok,J1R0,0.993,966df1cd224855bf,J1R0_0282.jpg,
283,captcha_ok,DT63,0.9972,04bada78c627f2d6,DT63_0283.jpg,
284,captcha_ok,4ENX,0.998,75f12c2bab329a4b,4ENX_0284.jpg,
285,captcha_ok,5JE2,0.9972,a59af33aa15484ae,5JE2_0285.jpg,
286,captcha_ok,F7RD,0.9995,8356dd7a5737e785,F7RD_0286.jpg,
287,captcha_ok,UKQJ,0.8878,70039a068078c616,UKQJ_0287.jpg,
288,captcha_ok,913N,0.9995,54bfc1056034ca13,913N_0288.jpg,
289,captcha_ok,CHBP,0.8729,8bd76c3ef0458c1f,CHBP_0289.jpg,
290,captcha_ok,QTQZ,0.9965,8319b4e973be2f82,QTQZ_0290.jpg,
291,captcha_ok,HHZR,0.9997,4382f6a58f3c6f1b,HHZR_0291.jpg,
292,captcha_ok,J7VM,0.9993,d4f22f190706aec7,J7VM_0292.jpg,
293,captcha_ok,FT06,0.9961,fcd0f87a14c32936,FT06_0293.jpg,
294,captcha_ok,ZDSL,0.9992,06e9b67c9f4ac4f8,ZDSL_0294.jpg,
295,captcha_ok,9SXI,0.9956,76bbc61dcb858b27,9SXI_0295.jpg,
296,captcha_ok,K0O1,0.9957,8f283cfdd08239d5,K0O1_0296.jpg,
297,captcha_ok,TMVB,0.9437,573874bc11b53a68,TMVB_0297.jpg,
298,captcha_wrong,QMLF,0.9648,12110508b284be79,,fail_0298.jpg
299,captcha_ok,LVSJ,0.9983,03fef6e267422324,LVSJ_0299.jpg,
300,captcha_ok,4GFS,0.9995,90c0e6de519f6456,4GFS_0300.jpg,
301,captcha_ok,WXHR,0.8168,6ba59c33338d3e09,WXHR_0301.jpg,
302,captcha_ok,Y0V3,0.9989,51eed89db88ee108,Y0V3_0302.jpg,
303,captcha_ok,AQYH,0.9983,3894a12d236f9511,AQYH_0303.jpg,
304,captcha_ok,SCEZ,0.9998,ac1f0e141116d3f9,SCEZ_0304.jpg,
305,captcha_ok,N06K,0.9979,30a99556aec7fd88,N06K_0305.jpg,
306,captcha_ok,40ZI,0.9252,9893ab6be013651d,40ZI_0306.jpg,
307,captcha_ok,5U4R,0.9997,16af8662524d4853,5U4R_0307.jpg,
308,captcha_ok,AVNN,0.9997,98d64fa969774f36,AVNN_0308.jpg,
309,captcha_ok,XZZ3,0.9431,5dcd1178afc1a14a,XZZ3_0309.jpg,
310,captcha_ok,QBCW,0.9937,1e822f5502102a9c,QBCW_0310.jpg,
311,captcha_ok,Q2JO,0.9884,2806cad0121c336b,Q2JO_0311.jpg,
312,captcha_ok,EKAH,0.9998,62131359835d8172,EKAH_0312.jpg,
313,captcha_ok,APCY,0.9954,061e669e6b3555aa,APCY_0313.jpg,
314,captcha_ok,XYHO,0.9992,4ab4f754386780e5,XYHO_0314.jpg,
315,captcha_ok,VXE7,0.9996,06b64b3ec24f74fd,VXE7_0315.jpg,
316,captcha_wrong,NWGL,0.9563,cdb5ff1e7bcaca0e,,fail_0316.jpg
317,captcha_ok,YA3J,0.9973,89a5587c6f26e562,YA3J_0317.jpg,
318,captcha_ok,9O5J,0.9931,36dc30822cdbd7d3,9O5J_0318.jpg,
319,captcha_ok,BTF3,0.9996,abfd21fefbad60d6,BTF3_0319.jpg,
320,captcha_ok,VE7H,0.9996,96c2885cd25cf630,VE7H_0320.jpg,
321,captcha_ok,GOFB,0.9219,4a97159c9d2d7f30,GOFB_0321.jpg,
