file,model_pred,confidence,verdict,hint
fail_0206.jpg,VBMK,0.9383,captcha_wrong,验证码输入错误 请您重新输入!
fail_0213.jpg,IDOO,0.8888,captcha_wrong,验证码输入错误 请您重新输入!
fail_0216.jpg,LWY,0.999,captcha_wrong,验证码输入错误 请您重新输入!
fail_0228.jpg,1DZU,0.7467,captcha_wrong,验证码输入错误 请您重新输入!
fail_0235.jpg,I51S4,0.7569,captcha_wrong,验证码输入错误 请您重新输入!
fail_0236.jpg,OTM,0.9905,captcha_wrong,验证码输入错误 请您重新输入!
fail_0242.jpg,LGZG,0.8679,captcha_wrong,验证码输入错误 请您重新输入!
fail_0253.jpg,SA10U,0.8387,captcha_wrong,验证码输入错误 请您重新输入!
fail_0254.jpg,5DQG,0.8314,captcha_wrong,验证码输入错误 请您重新输入!
fail_0258.jpg,DDPKH,0.7839,captcha_wrong,验证码输入错误 请您重新输入!
fail_0259.jpg,19U6P,0.9265,captcha_wrong,验证码输入错误 请您重新输入!
fail_0265.jpg,YZWW,0.9512,captcha_wrong,验证码输入错误 请您重新输入!
fail_0267.jpg,YTK2,0.9754,captcha_wrong,验证码输入错误 请您重新输入!
fail_0284.jpg,RB85,0.911,captcha_wrong,验证码输入错误 请您重新输入!
fail_0288.jpg,1W86A,0.63,captcha_wrong,验证码输入错误 请您重新输入!
fail_0296.jpg,3P1T,0.8911,captcha_wrong,验证码输入错误 请您重新输入!
fail_0303.jpg,MUQ0,0.5869,captcha_wrong,验证码输入错误 请您重新输入!
fail_0325.jpg,DT4U,0.8413,captcha_wrong,验证码输入错误 请您重新输入!
fail_0329.jpg,FNNXL,0.8406,captcha_wrong,验证码输入错误 请您重新输入!
fail_0335.jpg,4144,0.8436,captcha_wrong,验证码输入错误 请您重新输入!
fail_0339.jpg,5XVW,0.8476,captcha_wrong,验证码输入错误 请您重新输入!
fail_0346.jpg,0V3V,0.926,captcha_wrong,验证码输入错误 请您重新输入!
fail_0347.jpg,4EMB,0.8953,captcha_wrong,验证码输入错误 请您重新输入!
fail_0353.jpg,VT5,0.7496,captcha_wrong,验证码输入错误 请您重新输入!
fail_0357.jpg,1T9T,0.9169,captcha_wrong,验证码输入错误 请您重新输入!
fail_0378.jpg,9WWQ,0.8195,captcha_wrong,验证码输入错误 请您重新输入!
fail_0379.jpg,5MT8,0.8376,captcha_wrong,验证码输入错误 请您重新输入!
fail_0384.jpg,2GJK,0.8714,captcha_wrong,验证码输入错误 请您重新输入!
fail_0389.jpg,JMDQ,0.6775,captcha_wrong,验证码输入错误 请您重新输入!
fail_0390.jpg,HT4X,0.9654,captcha_wrong,验证码输入错误 请您重新输入!
fail_0398.jpg,TPP0W,0.9586,captcha_wrong,验证码输入错误 请您重新输入!
