file,model_pred,confidence,verdict,hint
fail_0364.jpg,BMWB,0.9169,captcha_wrong,验证码输入错误 请您重新输入!
fail_0365.jpg,18QJ,0.8003,captcha_wrong,验证码输入错误 请您重新输入!
fail_0396.jpg,V6WQ,0.8536,captcha_wrong,验证码输入错误 请您重新输入!
fail_0401.jpg,UULP5,0.9664,captcha_wrong,验证码输入错误 请您重新输入!
fail_0414.jpg,QBOM,0.8939,captcha_wrong,验证码输入错误 请您重新输入!
fail_0416.jpg,0ZGT,0.7652,captcha_wrong,验证码输入错误 请您重新输入!
fail_0422.jpg,IBJJ2,0.8302,captcha_wrong,验证码输入错误 请您重新输入!
fail_0426.jpg,N8U6,0.8642,captcha_wrong,验证码输入错误 请您重新输入!
fail_0429.jpg,FJ4B,0.8095,captcha_wrong,验证码输入错误 请您重新输入!
fail_0437.jpg,AI3X,0.8935,captcha_wrong,验证码输入错误 请您重新输入!
fail_0438.jpg,WT11,0.7582,captcha_wrong,验证码输入错误 请您重新输入!
fail_0439.jpg,9ZWJ,0.8128,captcha_wrong,验证码输入错误 请您重新输入!
fail_0458.jpg,H06,0.9904,captcha_wrong,验证码输入错误 请您重新输入!
fail_0464.jpg,2WS5M,0.7502,captcha_wrong,验证码输入错误 请您重新输入!
fail_0474.jpg,YTP,0.9979,captcha_wrong,验证码输入错误 请您重新输入!
fail_0480.jpg,W5TWD,0.9292,captcha_wrong,验证码输入错误 请您重新输入!
fail_0486.jpg,M18,0.9981,captcha_wrong,验证码输入错误 请您重新输入!
fail_0492.jpg,KWXG,0.9115,captcha_wrong,验证码输入错误 请您重新输入!
fail_0500.jpg,WDT5,0.9176,captcha_wrong,验证码输入错误 请您重新输入!
